trackname,artistname,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,time_signature,duration_min,msplayed_min,major_genre,danceability_norm,energy_norm,speechiness_norm,acousticness_norm,instrumentalness_norm,valence_norm,tempo_norm,loudness_norm
Excuses,AP Dhillon,desi hip hop,0.837,0.717,5.0,-7.749,0.0,0.082,0.084,0.0,0.149,0.494,94.984,audio_features,29m79w9xPMH4YCD6r8JSmV,spotify:track:29m79w9xPMH4YCD6r8JSmV,https://api.spotify.com/v1/tracks/29m79w9xPMH4YCD6r8JSmV,https://api.spotify.com/v1/audio-analysis/29m79w9xPMH4YCD6r8JSmV,4.0,2.937,832.015,Hip-Hop/Rap,0.858,0.717,0.085,0.085,0.0,0.501,0.402,0.761
Exhausted,Lxst,sad rap,0.645,0.71,7.0,-5.094,1.0,0.07,0.38,0.001,0.092,0.126,165.959,audio_features,7l5B1ilLEOxqp9V2LZyKIg,spotify:track:7l5B1ilLEOxqp9V2LZyKIg,https://api.spotify.com/v1/tracks/7l5B1ilLEOxqp9V2LZyKIg,https://api.spotify.com/v1/audio-analysis/7l5B1ilLEOxqp9V2LZyKIg,4.0,2.418,2.418,Hip-Hop/Rap,0.661,0.71,0.072,0.382,0.001,0.128,0.703,0.82
Exil,Hiboky,anime phonk,0.441,0.561,11.0,-6.017,0.0,0.036,0.01,0.004,0.553,0.178,128.345,audio_features,39pMuJ3ShxDqb7bBIAXSYG,spotify:track:39pMuJ3ShxDqb7bBIAXSYG,https://api.spotify.com/v1/tracks/39pMuJ3ShxDqb7bBIAXSYG,https://api.spotify.com/v1/audio-analysis/39pMuJ3ShxDqb7bBIAXSYG,4.0,2.245,13.751,EDM,0.452,0.561,0.037,0.01,0.004,0.181,0.543,0.8
Exist For Love,AURORA,art pop,0.428,0.357,9.0,-9.96,1.0,0.028,0.787,0.003,0.081,0.286,145.675,audio_features,09fAL7YwPV3YzVmQDzLY8d,spotify:track:09fAL7YwPV3YzVmQDzLY8d,https://api.spotify.com/v1/tracks/09fAL7YwPV3YzVmQDzLY8d,https://api.spotify.com/v1/audio-analysis/09fAL7YwPV3YzVmQDzLY8d,4.0,4.212,11.794,Pop,0.439,0.357,0.029,0.79,0.003,0.29,0.617,0.712
Expand The Room - 4 Storeys High Mix,The Light,classic progressive house,0.679,0.796,11.0,-9.006,0.0,0.04,0.0,0.838,0.077,0.456,129.994,audio_features,2nMIHSTYRQGAWulpjWVGDQ,spotify:track:2nMIHSTYRQGAWulpjWVGDQ,https://api.spotify.com/v1/tracks/2nMIHSTYRQGAWulpjWVGDQ,https://api.spotify.com/v1/audio-analysis/2nMIHSTYRQGAWulpjWVGDQ,4.0,8.077,0.642,EDM,0.696,0.797,0.041,0.0,0.844,0.462,0.55,0.733
Experience,Ludovico Einaudi,bow pop,0.447,0.449,2.0,-10.634,1.0,0.038,0.934,0.961,0.07,0.036,92.468,audio_features,1BncfTJAWxrsxyT9culBrj,spotify:track:1BncfTJAWxrsxyT9culBrj,https://api.spotify.com/v1/tracks/1BncfTJAWxrsxyT9culBrj,https://api.spotify.com/v1/audio-analysis/1BncfTJAWxrsxyT9culBrj,4.0,5.257,60.062,Pop,0.458,0.449,0.039,0.938,0.968,0.037,0.391,0.697
Expert Jatt,Nawab,desi hip hop,0.765,0.948,6.0,-2.816,0.0,0.199,0.298,0.0,0.078,0.647,172.038,audio_features,7rr6n1NFIcQXCsi43P0YNl,spotify:track:7rr6n1NFIcQXCsi43P0YNl,https://api.spotify.com/v1/tracks/7rr6n1NFIcQXCsi43P0YNl,https://api.spotify.com/v1/audio-analysis/7rr6n1NFIcQXCsi43P0YNl,4.0,3.326,5.094,Hip-Hop/Rap,0.784,0.949,0.206,0.299,0.0,0.656,0.728,0.871
Eye-Water,Hiroyuki Sawano,anime score,0.585,0.335,9.0,-13.812,0.0,0.031,0.663,0.888,0.099,0.038,119.947,audio_features,1EmEUcSo4TNbxR84er0edj,spotify:track:1EmEUcSo4TNbxR84er0edj,https://api.spotify.com/v1/tracks/1EmEUcSo4TNbxR84er0edj,https://api.spotify.com/v1/audio-analysis/1EmEUcSo4TNbxR84er0edj,4.0,3.024,972.338,Soundtrack/Score,0.599,0.335,0.032,0.666,0.894,0.038,0.508,0.627
Eyes Blue Like The Atlantic (feat. Subvrbs),Sista Prod,sad lo-fi,0.768,0.339,0.0,-13.169,1.0,0.777,0.608,0.001,0.261,0.568,76.229,audio_features,0qUcpOOna3kkrwfqky85e1,spotify:track:0qUcpOOna3kkrwfqky85e1,https://api.spotify.com/v1/tracks/0qUcpOOna3kkrwfqky85e1,https://api.spotify.com/v1/audio-analysis/0qUcpOOna3kkrwfqky85e1,4.0,2.577,5.16,Lo-Fi/Chill,0.787,0.339,0.804,0.61,0.001,0.576,0.323,0.641
"Eyes Blue Like The Atlantic, Pt. 2 (feat. Powfu, Alec Benjamin & Rxseboy)",Sista Prod,sad lo-fi,0.702,0.616,6.0,-4.903,1.0,0.326,0.686,0.0,0.145,0.507,80.482,audio_features,1eCTQhsNA31FcwyNcJcf86,spotify:track:1eCTQhsNA31FcwyNcJcf86,https://api.spotify.com/v1/tracks/1eCTQhsNA31FcwyNcJcf86,https://api.spotify.com/v1/audio-analysis/1eCTQhsNA31FcwyNcJcf86,4.0,2.603,184.61,Lo-Fi/Chill,0.719,0.616,0.337,0.689,0.0,0.514,0.341,0.824
Eyes Don’t Lie,Tones And I,australian pop,0.649,0.73,9.0,-4.742,0.0,0.032,0.045,0.0,0.497,0.399,94.979,audio_features,2RSqIGxbnTQQjZIS5Iyakn,spotify:track:2RSqIGxbnTQQjZIS5Iyakn,https://api.spotify.com/v1/tracks/2RSqIGxbnTQQjZIS5Iyakn,https://api.spotify.com/v1/audio-analysis/2RSqIGxbnTQQjZIS5Iyakn,4.0,3.936,0.917,Pop,0.665,0.73,0.033,0.045,0.0,0.405,0.402,0.828
Eyes Off You,PRETTYMUCH,boy band,0.631,0.512,0.0,-9.675,0.0,0.057,0.511,0.0,0.083,0.529,106.027,audio_features,0VpEX8ib3wE7u8NOw4szU6,spotify:track:0VpEX8ib3wE7u8NOw4szU6,https://api.spotify.com/v1/tracks/0VpEX8ib3wE7u8NOw4szU6,https://api.spotify.com/v1/audio-analysis/0VpEX8ib3wE7u8NOw4szU6,4.0,3.404,35.006,Pop,0.647,0.512,0.059,0.513,0.0,0.537,0.449,0.718
F*ck Love,Lund,cloud rap,0.639,0.446,6.0,-10.489,1.0,0.038,0.295,0.0,0.181,0.363,76.004,audio_features,2kHrlDvECzPyjcbmSQNusl,spotify:track:2kHrlDvECzPyjcbmSQNusl,https://api.spotify.com/v1/tracks/2kHrlDvECzPyjcbmSQNusl,https://api.spotify.com/v1/audio-analysis/2kHrlDvECzPyjcbmSQNusl,4.0,3.289,148.127,Hip-Hop/Rap,0.655,0.446,0.039,0.296,0.0,0.368,0.322,0.7
FAKE SMILE,GREEN ORXNGE,drift phonk,0.594,0.928,11.0,-3.08,0.0,0.065,0.0,0.475,0.18,0.389,119.988,audio_features,2vxSwL6IltooHhdhfrD2rH,spotify:track:2vxSwL6IltooHhdhfrD2rH,https://api.spotify.com/v1/tracks/2vxSwL6IltooHhdhfrD2rH,https://api.spotify.com/v1/audio-analysis/2vxSwL6IltooHhdhfrD2rH,4.0,2.423,2.423,EDM,0.609,0.929,0.067,0.0,0.478,0.395,0.508,0.865
FIGHT!,MoonDeity,gym phonk,0.701,0.9,1.0,1.099,1.0,0.129,0.002,0.946,0.626,0.506,109.135,audio_features,2KOR0FNI6I9OgSH0w59oCI,spotify:track:2KOR0FNI6I9OgSH0w59oCI,https://api.spotify.com/v1/tracks/2KOR0FNI6I9OgSH0w59oCI,https://api.spotify.com/v1/audio-analysis/2KOR0FNI6I9OgSH0w59oCI,4.0,1.946,2.531,EDM,0.718,0.901,0.134,0.002,0.953,0.513,0.462,0.958
FOOLS GOLD,Aries,Unknown,0.662,0.525,6.0,-8.546,0.0,0.034,0.281,0.0,0.199,0.577,133.937,audio_features,3nIlBeSIVnDbWFO3mExxV2,spotify:track:3nIlBeSIVnDbWFO3mExxV2,https://api.spotify.com/v1/tracks/3nIlBeSIVnDbWFO3mExxV2,https://api.spotify.com/v1/audio-analysis/3nIlBeSIVnDbWFO3mExxV2,4.0,2.497,2.497,Unknown,0.678,0.525,0.035,0.282,0.0,0.585,0.567,0.744
FOOLS,Troye Sivan,australian pop,0.292,0.678,10.0,-5.595,1.0,0.072,0.192,0.0,0.146,0.365,87.436,audio_features,0tjfognbowyFM3RHTdxjPK,spotify:track:0tjfognbowyFM3RHTdxjPK,https://api.spotify.com/v1/tracks/0tjfognbowyFM3RHTdxjPK,https://api.spotify.com/v1/audio-analysis/0tjfognbowyFM3RHTdxjPK,4.0,3.673,1.209,Pop,0.299,0.678,0.075,0.193,0.0,0.37,0.37,0.809
FTV,WILLIS,alabama indie,0.554,0.515,7.0,-7.892,1.0,0.026,0.289,0.001,0.128,0.676,166.99,audio_features,4psplHWQfO9vEtEPGiQix4,spotify:track:4psplHWQfO9vEtEPGiQix4,https://api.spotify.com/v1/tracks/4psplHWQfO9vEtEPGiQix4,https://api.spotify.com/v1/audio-analysis/4psplHWQfO9vEtEPGiQix4,4.0,3.151,0.706,Other,0.568,0.515,0.027,0.29,0.001,0.686,0.707,0.758
FUCK THE CLUB (feat. GOLDN),chillpill,Unknown,0.761,0.742,11.0,-2.408,1.0,0.037,0.02,0.0,0.109,0.67,138.012,audio_features,4bbDlzPasNSFI1l69mx2zx,spotify:track:4bbDlzPasNSFI1l69mx2zx,https://api.spotify.com/v1/tracks/4bbDlzPasNSFI1l69mx2zx,https://api.spotify.com/v1/audio-analysis/4bbDlzPasNSFI1l69mx2zx,4.0,2.58,5.685,Unknown,0.78,0.742,0.038,0.02,0.0,0.68,0.584,0.88
FULL SEND,BLXCKBUSTA,drift phonk,0.537,0.922,7.0,-3.793,1.0,0.043,0.043,0.609,0.284,0.339,165.0,audio_features,1j3SmM9Z34uaIbiMr0yWOQ,spotify:track:1j3SmM9Z34uaIbiMr0yWOQ,https://api.spotify.com/v1/tracks/1j3SmM9Z34uaIbiMr0yWOQ,https://api.spotify.com/v1/audio-analysis/1j3SmM9Z34uaIbiMr0yWOQ,4.0,1.988,1.549,EDM,0.55,0.923,0.045,0.044,0.613,0.344,0.699,0.849
Face My Fears (Japanese Version),Hikaru Utada,anime,0.626,0.729,1.0,-6.785,0.0,0.102,0.014,0.0,0.133,0.441,159.762,audio_features,7nHeBk3OsoBCLlQNpSxEgn,spotify:track:7nHeBk3OsoBCLlQNpSxEgn,https://api.spotify.com/v1/tracks/7nHeBk3OsoBCLlQNpSxEgn,https://api.spotify.com/v1/audio-analysis/7nHeBk3OsoBCLlQNpSxEgn,3.0,3.7,1.642,Anime/J-Pop,0.641,0.729,0.106,0.014,0.0,0.447,0.676,0.783
Face To Face,Ruel,alt z,0.711,0.634,9.0,-4.351,1.0,0.067,0.139,0.0,0.103,0.356,90.04,audio_features,2QdVcmVPIxW826rRJDf58l,spotify:track:2QdVcmVPIxW826rRJDf58l,https://api.spotify.com/v1/tracks/2QdVcmVPIxW826rRJDf58l,https://api.spotify.com/v1/audio-analysis/2QdVcmVPIxW826rRJDf58l,4.0,3.396,9.836,Pop,0.728,0.634,0.069,0.14,0.0,0.361,0.381,0.837
Fade Away,Low Roar,icelandic indie,0.415,0.338,9.0,-12.703,0.0,0.054,0.885,0.348,0.116,0.202,141.399,audio_features,49STsddEpwQEIEymiWjpQY,spotify:track:49STsddEpwQEIEymiWjpQY,https://api.spotify.com/v1/tracks/49STsddEpwQEIEymiWjpQY,https://api.spotify.com/v1/audio-analysis/49STsddEpwQEIEymiWjpQY,4.0,5.862,6.031,Other,0.425,0.338,0.055,0.889,0.35,0.205,0.599,0.651
Fade Away,Narysal,Unknown,0.674,0.729,0.0,-4.189,1.0,0.049,0.226,0.0,0.14,0.501,123.977,audio_features,6s7QCvRW7ez9TNZpWG17gw,spotify:track:6s7QCvRW7ez9TNZpWG17gw,https://api.spotify.com/v1/tracks/6s7QCvRW7ez9TNZpWG17gw,https://api.spotify.com/v1/audio-analysis/6s7QCvRW7ez9TNZpWG17gw,4.0,3.5,10.686,Unknown,0.691,0.729,0.051,0.227,0.0,0.508,0.525,0.84
Fade Away,Riley Baron,Unknown,0.331,0.308,11.0,-15.39,1.0,0.033,0.882,0.049,0.104,0.039,129.812,audio_features,5At5h5TX0QVEqVh32mUrtk,spotify:track:5At5h5TX0QVEqVh32mUrtk,https://api.spotify.com/v1/tracks/5At5h5TX0QVEqVh32mUrtk,https://api.spotify.com/v1/audio-analysis/5At5h5TX0QVEqVh32mUrtk,4.0,4.762,4.762,Unknown,0.339,0.308,0.034,0.886,0.05,0.04,0.55,0.592
Faded,Alan Walker,electro house,0.468,0.627,6.0,-5.085,1.0,0.048,0.028,0.0,0.11,0.159,179.642,audio_features,698ItKASDavgwZ3WjaWjtz,spotify:track:698ItKASDavgwZ3WjaWjtz,https://api.spotify.com/v1/tracks/698ItKASDavgwZ3WjaWjtz,https://api.spotify.com/v1/audio-analysis/698ItKASDavgwZ3WjaWjtz,4.0,3.535,2.078,EDM,0.48,0.627,0.049,0.028,0.0,0.161,0.761,0.82
Fading,Shallou,electropop,0.693,0.728,2.0,-7.621,0.0,0.034,0.076,0.001,0.103,0.512,114.998,audio_features,77GXioLcswmFLd6wAqN2Eo,spotify:track:77GXioLcswmFLd6wAqN2Eo,https://api.spotify.com/v1/tracks/77GXioLcswmFLd6wAqN2Eo,https://api.spotify.com/v1/audio-analysis/77GXioLcswmFLd6wAqN2Eo,4.0,4.725,50.617,Pop,0.71,0.728,0.035,0.076,0.001,0.519,0.487,0.764
Fading Memories,Adon,chill house,0.498,0.66,7.0,-6.057,1.0,0.084,0.019,0.277,0.344,0.29,104.721,audio_features,5sTaIoZeviNS0ZIDYWMNpT,spotify:track:5sTaIoZeviNS0ZIDYWMNpT,https://api.spotify.com/v1/tracks/5sTaIoZeviNS0ZIDYWMNpT,https://api.spotify.com/v1/audio-analysis/5sTaIoZeviNS0ZIDYWMNpT,4.0,2.56,0.517,EDM,0.51,0.66,0.087,0.019,0.279,0.294,0.443,0.799
Failed English,AVIV,Unknown,0.701,0.496,4.0,-6.758,1.0,0.03,0.365,0.0,0.259,0.963,123.856,audio_features,16BnRyqzdVcurz038JKdje,spotify:track:16BnRyqzdVcurz038JKdje,https://api.spotify.com/v1/tracks/16BnRyqzdVcurz038JKdje,https://api.spotify.com/v1/audio-analysis/16BnRyqzdVcurz038JKdje,4.0,2.724,269.824,Unknown,0.718,0.496,0.031,0.366,0.0,0.977,0.524,0.783
Faint,Linkin Park,alternative metal,0.554,0.978,4.0,-3.554,1.0,0.131,0.111,0.0,0.073,0.594,135.095,audio_features,4Yf5bqU3NK4kNOypcrLYwU,spotify:track:4Yf5bqU3NK4kNOypcrLYwU,https://api.spotify.com/v1/tracks/4Yf5bqU3NK4kNOypcrLYwU,https://api.spotify.com/v1/audio-analysis/4Yf5bqU3NK4kNOypcrLYwU,4.0,2.71,2.71,Rock/Metal,0.568,0.979,0.136,0.111,0.0,0.602,0.572,0.854
Fairytale,Alexander Rybak,Unknown,0.573,0.784,2.0,-5.359,0.0,0.029,0.61,0.0,0.278,0.655,107.991,audio_features,3MnAsEBBsEj86d03RgO4EM,spotify:track:3MnAsEBBsEj86d03RgO4EM,https://api.spotify.com/v1/tracks/3MnAsEBBsEj86d03RgO4EM,https://api.spotify.com/v1/audio-analysis/3MnAsEBBsEj86d03RgO4EM,4.0,3.043,398.548,Unknown,0.587,0.785,0.03,0.612,0.0,0.664,0.457,0.814
Faithless,Ewan J Phillips,british singer-songwriter,0.395,0.338,1.0,-9.689,1.0,0.051,0.547,0.0,0.096,0.12,147.557,audio_features,2kqznqoGk7yjTcCAOGSx1z,spotify:track:2kqznqoGk7yjTcCAOGSx1z,https://api.spotify.com/v1/tracks/2kqznqoGk7yjTcCAOGSx1z,https://api.spotify.com/v1/audio-analysis/2kqznqoGk7yjTcCAOGSx1z,4.0,4.093,4.093,Pop,0.405,0.338,0.052,0.549,0.0,0.122,0.625,0.718
Fake,Lauv,pop,0.703,0.656,6.0,-5.363,0.0,0.078,0.139,0.0,0.095,0.455,82.964,audio_features,1oz3gEoNWHAS3pjwThdSJb,spotify:track:1oz3gEoNWHAS3pjwThdSJb,https://api.spotify.com/v1/tracks/1oz3gEoNWHAS3pjwThdSJb,https://api.spotify.com/v1/audio-analysis/1oz3gEoNWHAS3pjwThdSJb,4.0,2.44,17.272,Pop,0.72,0.656,0.081,0.14,0.0,0.461,0.351,0.814
Fake A Smile,Alan Walker,electro house,0.447,0.553,0.0,-4.817,1.0,0.032,0.212,0.0,0.165,0.252,149.877,audio_features,6rAGFY9D3ah6Lb7fUgbNNH,spotify:track:6rAGFY9D3ah6Lb7fUgbNNH,https://api.spotify.com/v1/tracks/6rAGFY9D3ah6Lb7fUgbNNH,https://api.spotify.com/v1/audio-analysis/6rAGFY9D3ah6Lb7fUgbNNH,4.0,2.802,32.365,EDM,0.458,0.553,0.033,0.213,0.0,0.256,0.635,0.826
Fake It Til You Make It,DREAMERS,modern alternative rock,0.634,0.861,9.0,-3.874,0.0,0.039,0.034,0.0,0.074,0.708,139.988,audio_features,13AvBkyFz0QgNV54M8rSM3,spotify:track:13AvBkyFz0QgNV54M8rSM3,https://api.spotify.com/v1/tracks/13AvBkyFz0QgNV54M8rSM3,https://api.spotify.com/v1/audio-analysis/13AvBkyFz0QgNV54M8rSM3,4.0,3.408,9.46,Rock/Metal,0.65,0.862,0.04,0.034,0.0,0.718,0.593,0.847
Faking It,Sasha Alex Sloan,alt z,0.641,0.37,1.0,-8.645,0.0,0.056,0.32,0.0,0.206,0.242,81.043,audio_features,75iZaRMctH8FamTOhokRVJ,spotify:track:75iZaRMctH8FamTOhokRVJ,https://api.spotify.com/v1/tracks/75iZaRMctH8FamTOhokRVJ,https://api.spotify.com/v1/audio-analysis/75iZaRMctH8FamTOhokRVJ,4.0,2.789,12.522,Pop,0.657,0.37,0.058,0.321,0.0,0.245,0.343,0.741
Fall,Eminem,detroit hip hop,0.83,0.546,1.0,-5.716,1.0,0.295,0.227,0.0,0.112,0.535,182.973,audio_features,58QhkbaAkLFnn7JwAnAato,spotify:track:58QhkbaAkLFnn7JwAnAato,https://api.spotify.com/v1/tracks/58QhkbaAkLFnn7JwAnAato,https://api.spotify.com/v1/audio-analysis/58QhkbaAkLFnn7JwAnAato,4.0,4.375,0.377,Hip-Hop/Rap,0.85,0.546,0.305,0.228,0.0,0.543,0.775,0.806
Fall,Francis Karel,indonesian singer-songwriter,0.604,0.609,7.0,-5.531,1.0,0.068,0.717,0.0,0.179,0.39,112.028,audio_features,1ATfaLTaOJH2uG5RqYV9Ac,spotify:track:1ATfaLTaOJH2uG5RqYV9Ac,https://api.spotify.com/v1/tracks/1ATfaLTaOJH2uG5RqYV9Ac,https://api.spotify.com/v1/audio-analysis/1ATfaLTaOJH2uG5RqYV9Ac,4.0,3.16,24.899,Pop,0.619,0.609,0.07,0.72,0.0,0.396,0.474,0.81
Fall,Sasha Alex Sloan,alt z,0.692,0.248,10.0,-11.304,0.0,0.028,0.919,0.0,0.102,0.437,100.111,audio_features,7loj0fBXhoXz80KVXAFYex,spotify:track:7loj0fBXhoXz80KVXAFYex,https://api.spotify.com/v1/tracks/7loj0fBXhoXz80KVXAFYex,https://api.spotify.com/v1/audio-analysis/7loj0fBXhoXz80KVXAFYex,4.0,2.773,3.271,Pop,0.709,0.247,0.029,0.923,0.0,0.443,0.424,0.682
Fall Away,Lund,cloud rap,0.704,0.241,0.0,-16.536,1.0,0.032,0.487,0.089,0.14,0.063,107.994,audio_features,4h5sin0ACS7b5MkZsMRmWS,spotify:track:4h5sin0ACS7b5MkZsMRmWS,https://api.spotify.com/v1/tracks/4h5sin0ACS7b5MkZsMRmWS,https://api.spotify.com/v1/audio-analysis/4h5sin0ACS7b5MkZsMRmWS,4.0,3.815,18.201,Hip-Hop/Rap,0.721,0.24,0.033,0.489,0.089,0.064,0.457,0.566
Fall In Love Alone - Sped Up Version,Stacey Ryan,Unknown,0.61,0.719,8.0,-3.352,1.0,0.239,0.238,0.0,0.143,0.695,111.734,audio_features,24iWUKHLXE4ZDkAj0GK4kt,spotify:track:24iWUKHLXE4ZDkAj0GK4kt,https://api.spotify.com/v1/tracks/24iWUKHLXE4ZDkAj0GK4kt,https://api.spotify.com/v1/audio-analysis/24iWUKHLXE4ZDkAj0GK4kt,4.0,2.648,2.648,Unknown,0.625,0.719,0.247,0.239,0.0,0.705,0.473,0.859
Fall Into Me,Forest Blakk,singer-songwriter pop,0.45,0.483,2.0,-6.754,1.0,0.057,0.179,0.0,0.127,0.206,118.305,audio_features,7Lv78wiIJcKgND9Zi7AIOt,spotify:track:7Lv78wiIJcKgND9Zi7AIOt,https://api.spotify.com/v1/tracks/7Lv78wiIJcKgND9Zi7AIOt,https://api.spotify.com/v1/audio-analysis/7Lv78wiIJcKgND9Zi7AIOt,4.0,3.768,32.628,Pop,0.461,0.483,0.059,0.18,0.0,0.209,0.501,0.783
Fallen Leaves,Retro Jungle,lo-fi beats,0.644,0.09,7.0,-24.887,1.0,0.04,0.795,0.93,0.107,0.314,130.047,audio_features,4QJ3kR7tnwUdbjgCz04hDh,spotify:track:4QJ3kR7tnwUdbjgCz04hDh,https://api.spotify.com/v1/tracks/4QJ3kR7tnwUdbjgCz04hDh,https://api.spotify.com/v1/audio-analysis/4QJ3kR7tnwUdbjgCz04hDh,4.0,3.938,11.815,Lo-Fi/Chill,0.66,0.09,0.041,0.798,0.937,0.318,0.551,0.381
Fallin Apart,Young Franco,aussietronica,0.766,0.8,4.0,-7.676,1.0,0.321,0.046,0.0,0.672,0.806,111.126,audio_features,2qKmnm0cEXnvD82C6Sr2hs,spotify:track:2qKmnm0cEXnvD82C6Sr2hs,https://api.spotify.com/v1/tracks/2qKmnm0cEXnvD82C6Sr2hs,https://api.spotify.com/v1/audio-analysis/2qKmnm0cEXnvD82C6Sr2hs,4.0,2.075,2.075,Other,0.785,0.801,0.332,0.046,0.0,0.817,0.47,0.763
Fallin Asleep,Dimension 32,lo-fi sleep,0.454,0.083,0.0,-21.809,1.0,0.034,0.942,0.883,0.101,0.079,147.928,audio_features,6vKcePDnMxOGChJYEOzu91,spotify:track:6vKcePDnMxOGChJYEOzu91,https://api.spotify.com/v1/tracks/6vKcePDnMxOGChJYEOzu91,https://api.spotify.com/v1/audio-analysis/6vKcePDnMxOGChJYEOzu91,4.0,2.577,5.153,Lo-Fi/Chill,0.465,0.082,0.036,0.946,0.889,0.08,0.626,0.449
Falling,Besomorph,alt z,0.469,0.777,8.0,-6.175,0.0,0.074,0.018,0.0,0.111,0.252,139.967,audio_features,1f7cJyMQrBF3V64TPnbfsI,spotify:track:1f7cJyMQrBF3V64TPnbfsI,https://api.spotify.com/v1/tracks/1f7cJyMQrBF3V64TPnbfsI,https://api.spotify.com/v1/audio-analysis/1f7cJyMQrBF3V64TPnbfsI,4.0,2.493,2.489,Pop,0.481,0.778,0.077,0.018,0.0,0.256,0.593,0.796
Falling,Draze,Unknown,0.61,0.515,8.0,-11.877,0.0,0.111,0.335,0.0,0.113,0.544,126.924,audio_features,0SxU0i9ppQlN2hl9wShMfj,spotify:track:0SxU0i9ppQlN2hl9wShMfj,https://api.spotify.com/v1/tracks/0SxU0i9ppQlN2hl9wShMfj,https://api.spotify.com/v1/audio-analysis/0SxU0i9ppQlN2hl9wShMfj,4.0,3.134,0.302,Unknown,0.625,0.515,0.115,0.336,0.0,0.552,0.537,0.67
Falling,Harry Styles,pop,0.567,0.267,4.0,-6.502,1.0,0.03,0.839,0.0,0.089,0.059,110.011,audio_features,1ZMiCix7XSAbfAJlEZWMCp,spotify:track:1ZMiCix7XSAbfAJlEZWMCp,https://api.spotify.com/v1/tracks/1ZMiCix7XSAbfAJlEZWMCp,https://api.spotify.com/v1/audio-analysis/1ZMiCix7XSAbfAJlEZWMCp,4.0,4.002,7.615,Pop,0.581,0.266,0.031,0.842,0.0,0.06,0.466,0.789
Falling,Phil Good,la pop,0.635,0.762,10.0,-6.784,1.0,0.062,0.565,0.0,0.095,0.295,157.027,audio_features,4jeBx7Xm7zwmRx28Ysfevw,spotify:track:4jeBx7Xm7zwmRx28Ysfevw,https://api.spotify.com/v1/tracks/4jeBx7Xm7zwmRx28Ysfevw,https://api.spotify.com/v1/audio-analysis/4jeBx7Xm7zwmRx28Ysfevw,4.0,2.838,31.224,Pop,0.651,0.763,0.064,0.567,0.0,0.299,0.665,0.783
Falling Down - Bonus Track,Lil Peep,cloud rap,0.669,0.574,4.0,-6.442,0.0,0.029,0.018,0.003,0.146,0.273,120.013,audio_features,4jvjzW7Hm0yK4LvvE0Paz9,spotify:track:4jvjzW7Hm0yK4LvvE0Paz9,https://api.spotify.com/v1/tracks/4jvjzW7Hm0yK4LvvE0Paz9,https://api.spotify.com/v1/audio-analysis/4jvjzW7Hm0yK4LvvE0Paz9,4.0,3.273,0.164,Hip-Hop/Rap,0.685,0.574,0.03,0.018,0.003,0.277,0.508,0.79
Falling For You with Justin Bieber,Jaden,pop rap,0.69,0.541,4.0,-9.259,1.0,0.042,0.721,0.0,0.112,0.787,130.024,audio_features,24MWSatP5sTylISvJONhnB,spotify:track:24MWSatP5sTylISvJONhnB,https://api.spotify.com/v1/tracks/24MWSatP5sTylISvJONhnB,https://api.spotify.com/v1/audio-analysis/24MWSatP5sTylISvJONhnB,4.0,3.712,7.424,Pop,0.707,0.541,0.043,0.724,0.0,0.798,0.55,0.728
Falling In Love,Kurt Hugo Schneider,viral pop,0.69,0.352,7.0,-10.348,1.0,0.029,0.471,0.0,0.096,0.263,128.044,audio_features,1lk7XKml3xru8taOpI1bih,spotify:track:1lk7XKml3xru8taOpI1bih,https://api.spotify.com/v1/tracks/1lk7XKml3xru8taOpI1bih,https://api.spotify.com/v1/audio-analysis/1lk7XKml3xru8taOpI1bih,4.0,3.524,3.524,Pop,0.707,0.352,0.03,0.473,0.0,0.267,0.542,0.704
Falling Like The Stars,James Arthur,pop,0.552,0.347,6.0,-9.542,1.0,0.03,0.79,0.0,0.111,0.173,113.809,audio_features,395KzBy0bkb57dEvg6cfzJ,spotify:track:395KzBy0bkb57dEvg6cfzJ,https://api.spotify.com/v1/tracks/395KzBy0bkb57dEvg6cfzJ,https://api.spotify.com/v1/audio-analysis/395KzBy0bkb57dEvg6cfzJ,4.0,3.528,0.051,Pop,0.566,0.347,0.031,0.793,0.0,0.175,0.482,0.721
Falling for U,Peachy!,lo-fi beats,0.719,0.36,6.0,-12.034,1.0,0.398,0.748,0.0,0.081,0.409,80.184,audio_features,2xhGZ3WzOa3tir28y7Cb88,spotify:track:2xhGZ3WzOa3tir28y7Cb88,https://api.spotify.com/v1/tracks/2xhGZ3WzOa3tir28y7Cb88,https://api.spotify.com/v1/audio-analysis/2xhGZ3WzOa3tir28y7Cb88,4.0,2.067,2.067,Lo-Fi/Chill,0.737,0.36,0.412,0.751,0.0,0.415,0.339,0.666
Falls (feat. Sasha Alex Sloan),ODESZA,chillwave,0.797,0.78,10.0,-8.943,0.0,0.184,0.478,0.896,0.379,0.207,123.997,audio_features,3Q8N40f3RvtQoaPnEwYj6d,spotify:track:3Q8N40f3RvtQoaPnEwYj6d,https://api.spotify.com/v1/tracks/3Q8N40f3RvtQoaPnEwYj6d,https://api.spotify.com/v1/audio-analysis/3Q8N40f3RvtQoaPnEwYj6d,4.0,5.097,3.882,Lo-Fi/Chill,0.817,0.781,0.19,0.48,0.902,0.21,0.525,0.735
